-283,928	-187,077	-68,176	54,488	178,715	254,036	309,794	315,544	283,008	187,238	68,664	-53,673	-178,775	-254,061	-309,985	-315,632	-283,488	-187,158	-68,066	54,138	178,774	253,812	309,866	315,435	283,111	187,098	68,318	-53,849	-179,074	-254,106	-309,755	-315,668	-283,885	-187,436	-68,374	53,677	178,744	253,758	309,918	315,479	283,293	187,183	68,581	-53,061	-178,679	-253,808	-309,905	-315,587	-284,138	-187,536	-68,475	53,874	178,803	253,710	309,768	315,542	283,669	187,644	69,115	-52,760	-178,717	-253,648	-309,846	-315,597	-284,030	-188,134	-68,753	53,333	178,589	253,427	309,860	315,452	283,542	187,750	69,037	-53,123	-178,756	-253,605	-309,813	-315,653
-284,323	-187,881	-68,902	53,144	178,449	253,363	309,744	315,424	283,670	188,028	69,321	-52,791	-178,405	-253,314	-309,724	-315,530	-284,601	-188,658	-69,685	53,059	178,420	252,902	309,547	315,549	284,424	188,879	70,083	-51,798	-177,681	-252,783	-309,681	-315,558	-284,600	-188,942	-69,898	52,281	177,696	252,633	309,549	315,443	284,434	188,877	70,081	-52,114	-177,642	-253,067	-309,537	-315,662	-285,066	-189,361	-69,947	51,927	177,559	252,831	309,767	315,466	284,425	189,210	70,172	-51,438	-177,333	-252,571	-309,584	-315,598	-284,917	-189,557	-70,041	52,503	177,570	252,666	309,612	315,555	284,990	189,434	70,386	-51,328	-177,197	-252,955	-309,779	-315,594
-284,323	-187,881	-68,902	53,144	178,449	253,363	309,744	315,424	283,670	188,028	69,321	-52,791	-178,405	-253,314	-309,724	-315,530	-284,601	-188,658	-69,685	53,059	178,420	252,902	309,547	315,549	284,424	188,879	70,083	-51,798	-177,681	-252,783	-309,681	-315,558	-284,600	-188,942	-69,898	52,281	177,696	252,633	309,549	315,443	284,434	188,877	70,081	-52,114	-177,642	-253,067	-309,537	-315,662	-285,066	-189,361	-69,947	51,927	177,559	252,831	309,767	315,466	284,425	189,210	70,172	-51,438	-177,333	-252,571	-309,584	-315,598	-284,917	-189,557	-70,041	52,503	177,570	252,666	309,612	315,555	284,990	189,434	70,386	-51,328	-177,197	-252,955	-309,779	-315,594
-285,181	-189,267	-70,156	51,884	177,375	252,640	309,647	315,499	284,558	189,369	70,468	-51,860	-177,375	-252,739	-309,517	-315,566	-285,730	-189,456	-70,483	51,628	177,082	252,616	309,657	315,448	284,780	189,440	70,568	-51,051	-177,175	-252,673	-309,603	-315,624	-285,234	-189,871	-70,788	52,015	177,185	252,886	309,807	315,610	285,340	189,583	71,058	-50,853	-176,946	-252,844	-309,709	-315,586	-285,507	-189,644	-70,804	51,296	177,273	252,581	309,694	315,528	285,492	189,745	70,822	-51,421	-177,225	-252,875	-309,746	-315,685	-286,094	-189,997	-70,683	51,149	176,881	252,659	309,790	315,478	285,488	189,711	71,243	-50,555	-177,003	-252,373	-309,476	-315,574
-285,181	-189,267	-70,156	51,884	177,375	252,640	309,647	315,499	284,558	189,369	70,468	-51,860	-177,375	-252,739	-309,517	-315,566	-285,730	-189,456	-70,483	51,628	177,082	252,616	309,657	315,448	284,780	189,440	70,568	-51,051	-177,175	-252,673	-309,603	-315,624	-285,234	-189,871	-70,788	52,015	177,185	252,886	309,807	315,610	285,340	189,583	71,058	-50,853	-176,946	-252,844	-309,709	-315,586	-285,507	-189,644	-70,804	51,296	177,273	252,581	309,694	315,528	285,492	189,745	70,822	-51,421	-177,225	-252,875	-309,746	-315,685	-286,094	-189,997	-70,683	51,149	176,881	252,659	309,790	315,478	285,488	189,711	71,243	-50,555	-177,003	-252,373	-309,476	-315,574
-285,970	-190,282	-70,739	51,251	177,027	252,312	309,574	315,523	285,989	190,088	71,060	-50,120	-176,889	-252,585	-309,648	-315,414	-286,187	-189,880	-71,222	50,751	176,962	252,077	309,698	315,506	285,808	190,101	71,386	-50,523	-176,977	-252,413	-309,800	-315,665	-286,377	-190,379	-71,506	50,218	176,647	252,333	309,646	315,492	286,162	190,125	71,741	-50,074	-176,846	-252,538	-309,552	-315,610	-286,548	-190,084	-71,189	51,019	176,784	252,317	309,731	315,557	286,415	190,390	71,420	-49,697	-176,682	-252,468	-309,490	-315,554	-286,506	-190,589	-71,821	50,472	176,476	252,164	309,623	315,581	286,465	190,504	71,559	-50,307	-176,386	-252,552	-309,771	-315,633
-285,970	-190,282	-70,739	51,251	177,027	252,312	309,574	315,523	285,989	190,088	71,060	-50,120	-176,889	-252,585	-309,648	-315,414	-286,187	-189,880	-71,222	50,751	176,962	252,077	309,698	315,506	285,808	190,101	71,386	-50,523	-176,977	-252,413	-309,800	-315,665	-286,377	-190,379	-71,506	50,218	176,647	252,333	309,646	315,492	286,162	190,125	71,741	-50,074	-176,846	-252,538	-309,552	-315,610	-286,548	-190,084	-71,189	51,019	176,784	252,317	309,731	315,557	286,415	190,390	71,420	-49,697	-176,682	-252,468	-309,490	-315,554	-286,506	-190,589	-71,821	50,472	176,476	252,164	309,623	315,581	286,465	190,504	71,559	-50,307	-176,386	-252,552	-309,771	-315,633
-286,798	-190,761	-71,345	49,755	176,505	252,282	309,573	315,513	286,480	190,746	71,925	-49,774	-176,590	-252,197	-309,587	-315,633	-286,588	-190,711	-71,486	50,402	176,313	251,912	309,634	315,531	286,724	190,887	71,943	-49,204	-176,123	-252,607	-309,640	-315,590	-286,709	-190,893	-71,970	49,869	176,319	251,975	309,570	315,593	286,427	191,161	71,852	-49,934	-176,364	-252,487	-309,761	-315,581	-287,124	-191,175	-71,984	49,623	176,047	252,138	309,665	315,494	286,648	191,351	72,559	-49,650	-176,214	-252,141	-309,606	-315,753	-286,898	-191,270	-71,966	50,150	175,967	252,314	309,803	315,586	286,983	191,248	72,375	-49,109	-175,936	-252,373	-309,538	-315,595
-286,798	-190,761	-71,345	49,755	176,505	252,282	309,573	315,513	286,480	190,746	71,925	-49,774	-176,590	-252,197	-309,587	-315,633	-286,588	-190,711	-71,486	50,402	176,313	251,912	309,634	315,531	286,724	190,887	71,943	-49,204	-176,123	-252,607	-309,640	-315,590	-286,709	-190,893	-71,970	49,869	176,319	251,975	309,570	315,593	286,427	191,161	71,852	-49,934	-176,364	-252,487	-309,761	-315,581	-287,124	-191,175	-71,984	49,623	176,047	252,138	309,665	315,494	286,648	191,351	72,559	-49,650	-176,214	-252,141	-309,606	-315,753	-286,898	-191,270	-71,966	50,150	175,967	252,314	309,803	315,586	286,983	191,248	72,375	-49,109	-175,936	-252,373	-309,538	-315,595
-286,789	-191,357	-72,700	49,643	175,566	251,751	309,441	315,626	286,988	191,650	72,441	-49,677	-175,848	-252,138	-309,754	-315,640	-287,208	-191,696	-72,198	49,020	175,623	251,825	309,366	315,456	286,807	192,056	72,904	-48,879	-175,821	-252,072	-309,578	-315,713	-287,422	-191,874	-72,186	49,905	175,618	251,933	309,717	315,531	287,228	191,774	72,757	-48,431	-175,644	-252,040	-309,482	-315,583	-287,610	-191,761	-72,841	49,060	175,385	251,491	309,521	315,567	287,079	191,575	72,845	-48,996	-175,575	-251,923	-309,553	-315,564	-287,719	-191,944	-73,052	48,696	175,291	251,892	309,292	315,400	287,290	191,932	73,581	-48,529	-175,491	-251,733	-309,488	-315,626
